id_customer,id_offer,num_times_received,num_times_viewed,num_times_completed,offer_successful,reward,duration,difficulty,email,mobile,social,web,offer_bogo,offer_discount,offer_informational,income,membership_days,membership_year,gender_F,gender_M,gender_O,Baby_Boomer,Gen-X,Millenial,Gen-Z
2832,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,59000.0,1189,2017,0,1,0,1,0,0,0
15446,3.0,1,0,0,0,2,7,10,1,1,0,1,0,1,0,35000.0,916,2018,0,1,0,1,0,0,0
16009,3.0,1,0,1,1,2,7,10,1,1,0,1,0,1,0,38000.0,990,2018,0,1,0,0,1,0,0
11911,3.0,1,1,0,0,2,7,10,1,1,0,1,0,1,0,77000.0,1154,2017,1,0,0,0,1,0,0
8114,1.0,2,0,0,0,5,10,20,1,0,0,1,0,1,0,56000.0,925,2018,1,0,0,1,0,0,0
2933,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,31000.0,1477,2016,0,1,0,0,1,0,0
8250,5.0,2,2,0,0,10,5,10,1,1,1,1,1,0,0,66000.0,2071,2015,0,1,0,1,0,0,0
766,7.0,1,0,0,0,5,7,5,1,1,0,1,1,0,0,84000.0,1455,2016,1,0,0,0,1,0,0
13928,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,60000.0,1176,2017,1,0,0,0,0,1,0
14565,3.0,2,1,2,1,2,7,10,1,1,0,1,0,1,0,112000.0,1246,2017,1,0,0,1,0,0,0
8173,1.0,2,0,0,0,5,10,20,1,0,0,1,0,1,0,55000.0,1055,2018,0,1,0,1,0,0,0
13075,5.0,2,2,1,1,10,5,10,1,1,1,1,1,0,0,63000.0,1115,2017,1,0,0,0,1,0,0
10211,8.0,3,1,3,1,10,7,10,1,1,1,0,1,0,0,93000.0,1484,2016,0,1,0,1,0,0,0
14443,9.0,2,2,2,1,5,5,5,1,1,1,1,1,0,0,72000.0,1251,2017,0,1,0,0,0,0,1
13658,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,54000.0,1179,2017,0,1,0,1,0,0,0
5590,8.0,1,1,0,0,10,7,10,1,1,1,0,1,0,0,33000.0,1083,2017,1,0,0,0,1,0,0
13675,1.0,2,1,0,0,5,10,20,1,0,0,1,0,1,0,93000.0,953,2018,0,1,0,1,0,0,0
8984,10.0,2,2,2,1,2,10,10,1,1,1,1,0,1,0,41000.0,2254,2014,0,1,0,0,1,0,0
14395,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,37000.0,1598,2016,0,1,0,0,1,0,0
3838,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,59000.0,1673,2016,0,1,0,1,0,0,0
16347,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,52000.0,958,2018,0,0,1,1,0,0,0
12803,4.0,2,1,0,0,0,4,0,1,1,0,1,0,0,1,48000.0,1309,2017,1,0,0,0,0,0,1
9854,8.0,1,0,0,0,10,7,10,1,1,1,0,1,0,0,56000.0,2573,2013,0,1,0,0,1,0,0
2334,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,82000.0,1945,2015,0,1,0,1,0,0,0
7155,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,51000.0,1344,2017,0,1,0,0,1,0,0
6865,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,97000.0,1107,2017,1,0,0,0,1,0,0
13575,4.0,2,2,0,0,0,4,0,1,1,0,1,0,0,1,61000.0,1204,2017,0,1,0,1,0,0,0
1046,8.0,1,1,0,0,10,7,10,1,1,1,0,1,0,0,49000.0,1007,2018,0,1,0,0,1,0,0
3410,10.0,1,1,0,0,2,10,10,1,1,1,1,0,1,0,30000.0,1083,2017,1,0,0,0,1,0,0
5735,4.0,2,0,0,0,0,4,0,1,1,0,1,0,0,1,31000.0,935,2018,0,1,0,0,1,0,0
13388,9.0,3,3,3,1,5,5,5,1,1,1,1,1,0,0,109000.0,1175,2017,1,0,0,1,0,0,0
1197,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,51000.0,1620,2016,0,1,0,0,1,0,0
8164,9.0,2,2,2,1,5,5,5,1,1,1,1,1,0,0,52000.0,1643,2016,1,0,0,0,1,0,0
8261,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,57000.0,1079,2017,0,1,0,1,0,0,0
1365,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,88000.0,1430,2017,0,1,0,1,0,0,0
5789,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,113000.0,1139,2017,1,0,0,1,0,0,0
5376,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,57000.0,1208,2017,0,1,0,1,0,0,0
8899,1.0,1,1,0,0,5,10,20,1,0,0,1,0,1,0,59000.0,1883,2015,0,1,0,1,0,0,0
1237,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,81000.0,1891,2015,0,1,0,0,1,0,0
4547,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,50000.0,1250,2017,1,0,0,0,1,0,0
5890,7.0,3,1,0,0,5,7,5,1,1,0,1,1,0,0,69000.0,1028,2018,0,1,0,0,1,0,0
10240,6.0,2,2,0,0,0,3,0,1,1,1,0,0,0,1,40000.0,1072,2018,0,1,0,0,1,0,0
16235,9.0,2,2,1,1,5,5,5,1,1,1,1,1,0,0,57000.0,1321,2017,0,1,0,0,1,0,0
14279,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,92000.0,1087,2017,1,0,0,0,1,0,0
16122,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,55000.0,1403,2017,0,1,0,1,0,0,0
11275,6.0,1,0,0,0,0,3,0,1,1,1,0,0,0,1,105000.0,1533,2016,1,0,0,1,0,0,0
4470,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,60000.0,1258,2017,1,0,0,0,1,0,0
4476,7.0,1,0,0,0,5,7,5,1,1,0,1,1,0,0,37000.0,1044,2018,1,0,0,1,0,0,0
5405,1.0,2,1,1,1,5,10,20,1,0,0,1,0,1,0,64000.0,991,2018,0,1,0,0,1,0,0
1809,8.0,1,1,0,0,10,7,10,1,1,1,0,1,0,0,101000.0,1425,2017,1,0,0,1,0,0,0
705,3.0,2,0,0,0,2,7,10,1,1,0,1,0,1,0,56000.0,1221,2017,0,1,0,0,0,1,0
5160,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,51000.0,1408,2017,1,0,0,1,0,0,0
15991,8.0,1,1,0,0,10,7,10,1,1,1,0,1,0,0,71000.0,1229,2017,1,0,0,1,0,0,0
8046,1.0,2,2,2,1,5,10,20,1,0,0,1,0,1,0,45000.0,1084,2017,0,1,0,0,0,1,0
2434,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,67000.0,1091,2017,1,0,0,1,0,0,0
8636,4.0,2,1,0,0,0,4,0,1,1,0,1,0,0,1,111000.0,1016,2018,0,1,0,0,1,0,0
11683,8.0,2,2,2,1,10,7,10,1,1,1,0,1,0,0,39000.0,1096,2017,1,0,0,0,0,1,0
9006,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,92000.0,930,2018,1,0,0,1,0,0,0
5203,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,70000.0,1002,2018,1,0,0,1,0,0,0
14098,9.0,2,2,2,1,5,5,5,1,1,1,1,1,0,0,34000.0,1175,2017,1,0,0,1,0,0,0
15091,6.0,2,2,0,0,0,3,0,1,1,1,0,0,0,1,59000.0,1081,2017,0,1,0,0,1,0,0
9385,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,56000.0,1064,2018,1,0,0,0,1,0,0
8818,10.0,1,1,0,0,2,10,10,1,1,1,1,0,1,0,46000.0,1114,2017,0,1,0,0,1,0,0
10339,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,79000.0,1987,2015,0,1,0,1,0,0,0
3031,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,69000.0,1685,2016,0,1,0,1,0,0,0
10718,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,106000.0,1128,2017,1,0,0,1,0,0,0
14245,9.0,2,2,2,1,5,5,5,1,1,1,1,1,0,0,48000.0,1304,2017,1,0,0,0,1,0,0
10785,2.0,3,3,1,1,3,7,7,1,1,1,1,0,1,0,66000.0,953,2018,0,1,0,1,0,0,0
11493,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,47000.0,1005,2018,1,0,0,1,0,0,0
9508,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,66000.0,1703,2016,0,1,0,0,1,0,0
16203,7.0,1,0,0,0,5,7,5,1,1,0,1,1,0,0,40000.0,1265,2017,1,0,0,0,0,1,0
6130,3.0,1,0,0,0,2,7,10,1,1,0,1,0,1,0,47000.0,1117,2017,0,1,0,1,0,0,0
7258,6.0,1,0,0,0,0,3,0,1,1,1,0,0,0,1,87000.0,958,2018,0,1,0,1,0,0,0
4818,1.0,1,1,0,0,5,10,20,1,0,0,1,0,1,0,44000.0,1194,2017,1,0,0,1,0,0,0
13476,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,87000.0,1421,2017,1,0,0,1,0,0,0
12643,7.0,1,1,0,0,5,7,5,1,1,0,1,1,0,0,81000.0,1499,2016,0,1,0,0,1,0,0
6823,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,65000.0,1896,2015,0,1,0,1,0,0,0
14081,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,63000.0,1072,2018,0,1,0,1,0,0,0
12309,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,59000.0,1792,2016,0,1,0,1,0,0,0
14636,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,61000.0,1825,2015,0,1,0,0,1,0,0
7421,10.0,2,2,2,1,2,10,10,1,1,1,1,0,1,0,50000.0,1815,2015,1,0,0,1,0,0,0
4810,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,79000.0,1112,2017,1,0,0,1,0,0,0
13236,2.0,1,1,0,0,3,7,7,1,1,1,1,0,1,0,31000.0,1793,2016,1,0,0,1,0,0,0
12513,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,94000.0,1372,2017,0,1,0,1,0,0,0
3661,1.0,1,0,0,0,5,10,20,1,0,0,1,0,1,0,78000.0,1748,2016,1,0,0,1,0,0,0
16693,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,51000.0,902,2018,1,0,0,0,1,0,0
8670,3.0,1,0,0,0,2,7,10,1,1,0,1,0,1,0,51000.0,1031,2018,0,1,0,0,1,0,0
4416,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,59000.0,1737,2016,0,0,1,0,1,0,0
8262,10.0,2,2,2,1,2,10,10,1,1,1,1,0,1,0,105000.0,1588,2016,1,0,0,1,0,0,0
1104,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,85000.0,1282,2017,0,1,0,1,0,0,0
2119,4.0,3,0,0,0,0,4,0,1,1,0,1,0,0,1,30000.0,1214,2017,0,1,0,0,0,0,1
1944,6.0,2,1,0,0,0,3,0,1,1,1,0,0,0,1,111000.0,1162,2017,1,0,0,1,0,0,0
11826,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,75000.0,1226,2017,0,1,0,1,0,0,0
7360,9.0,2,2,1,1,5,5,5,1,1,1,1,1,0,0,48000.0,925,2018,0,0,1,0,1,0,0
10633,2.0,2,2,1,1,3,7,7,1,1,1,1,0,1,0,59000.0,1056,2018,0,1,0,0,1,0,0
7811,5.0,2,2,0,0,10,5,10,1,1,1,1,1,0,0,39000.0,2122,2015,1,0,0,0,0,0,1
2013,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,31000.0,1820,2015,0,1,0,1,0,0,0
16324,7.0,2,2,1,1,5,7,5,1,1,0,1,1,0,0,65000.0,2023,2015,0,1,0,0,1,0,0
6790,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,74000.0,1774,2016,0,1,0,0,0,0,1
10659,4.0,2,1,0,0,0,4,0,1,1,0,1,0,0,1,65000.0,1759,2016,0,1,0,0,1,0,0
15121,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,58000.0,1818,2015,0,1,0,1,0,0,0
5144,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,47000.0,958,2018,1,0,0,0,0,0,1
974,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,65000.0,1386,2017,1,0,0,1,0,0,0
16657,1.0,2,1,0,0,5,10,20,1,0,0,1,0,1,0,107000.0,1677,2016,1,0,0,1,0,0,0
7485,10.0,2,2,2,1,2,10,10,1,1,1,1,0,1,0,52000.0,1750,2016,1,0,0,1,0,0,0
9511,8.0,3,3,0,0,10,7,10,1,1,1,0,1,0,0,35000.0,1074,2018,0,1,0,0,1,0,0
9526,1.0,1,0,1,1,5,10,20,1,0,0,1,0,1,0,45000.0,1267,2017,0,1,0,1,0,0,0
16352,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,97000.0,2170,2015,0,1,0,1,0,0,0
15574,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,51000.0,1952,2015,1,0,0,0,1,0,0
1190,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,80000.0,2083,2015,0,1,0,0,1,0,0
7197,4.0,1,1,0,0,0,4,0,1,1,0,1,0,0,1,95000.0,1141,2017,0,1,0,1,0,0,0
8243,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,55000.0,1785,2016,0,1,0,0,0,1,0
10159,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,30000.0,1092,2017,0,1,0,0,1,0,0
16716,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,79000.0,2655,2013,1,0,0,1,0,0,0
9945,4.0,3,1,0,0,0,4,0,1,1,0,1,0,0,1,31000.0,1052,2018,0,1,0,0,1,0,0
11201,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,40000.0,1088,2017,0,0,1,1,0,0,0
14711,1.0,1,1,1,1,5,10,20,1,0,0,1,0,1,0,83000.0,2103,2015,1,0,0,0,1,0,0
10146,1.0,2,2,1,1,5,10,20,1,0,0,1,0,1,0,84000.0,942,2018,0,1,0,0,1,0,0
11434,8.0,1,0,0,0,10,7,10,1,1,1,0,1,0,0,63000.0,1687,2016,0,1,0,0,1,0,0
1358,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,61000.0,1135,2017,0,1,0,1,0,0,0
3493,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,108000.0,1952,2015,1,0,0,1,0,0,0
11152,1.0,1,1,1,1,5,10,20,1,0,0,1,0,1,0,53000.0,1633,2016,0,1,0,1,0,0,0
14501,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,85000.0,1715,2016,1,0,0,1,0,0,0
5610,10.0,2,2,2,1,2,10,10,1,1,1,1,0,1,0,75000.0,1792,2016,1,0,0,1,0,0,0
12521,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,69000.0,2643,2013,0,1,0,0,1,0,0
43,2.0,1,1,0,0,3,7,7,1,1,1,1,0,1,0,40000.0,1050,2018,0,1,0,0,1,0,0
8021,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,84000.0,1734,2016,0,1,0,1,0,0,0
3826,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,59000.0,1403,2017,0,1,0,1,0,0,0
3090,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,76000.0,875,2018,1,0,0,0,1,0,0
1906,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,57000.0,882,2018,1,0,0,1,0,0,0
274,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,119000.0,1877,2015,0,1,0,0,1,0,0
5494,3.0,2,0,0,0,2,7,10,1,1,0,1,0,1,0,74000.0,1362,2017,0,1,0,0,0,1,0
3268,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,71000.0,1166,2017,1,0,0,1,0,0,0
6414,3.0,1,0,0,0,2,7,10,1,1,0,1,0,1,0,31000.0,1976,2015,0,1,0,1,0,0,0
8353,1.0,2,0,1,1,5,10,20,1,0,0,1,0,1,0,58000.0,1112,2017,1,0,0,0,1,0,0
4348,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,105000.0,1521,2016,1,0,0,1,0,0,0
10295,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,56000.0,1031,2018,0,1,0,1,0,0,0
6803,1.0,1,0,0,0,5,10,20,1,0,0,1,0,1,0,31000.0,1220,2017,0,1,0,1,0,0,0
15309,9.0,2,2,2,1,5,5,5,1,1,1,1,1,0,0,35000.0,1711,2016,0,1,0,1,0,0,0
6192,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,73000.0,1411,2017,1,0,0,1,0,0,0
9415,7.0,1,1,0,0,5,7,5,1,1,0,1,1,0,0,65000.0,979,2018,0,1,0,1,0,0,0
11149,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,46000.0,2117,2015,0,1,0,0,1,0,0
11740,7.0,2,0,2,1,5,7,5,1,1,0,1,1,0,0,73000.0,1749,2016,0,1,0,0,0,1,0
3373,8.0,2,2,0,0,10,7,10,1,1,1,0,1,0,0,50000.0,1176,2017,0,1,0,0,0,1,0
10596,3.0,2,0,0,0,2,7,10,1,1,0,1,0,1,0,37000.0,1813,2015,0,1,0,1,0,0,0
16860,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,68000.0,1008,2018,0,1,0,1,0,0,0
3034,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,47000.0,935,2018,0,1,0,1,0,0,0
8538,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,70000.0,1200,2017,0,1,0,1,0,0,0
15687,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,52000.0,1117,2017,1,0,0,0,1,0,0
1029,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,39000.0,981,2018,0,1,0,0,0,0,1
336,4.0,2,0,0,0,0,4,0,1,1,0,1,0,0,1,34000.0,1229,2017,1,0,0,0,1,0,0
14851,4.0,2,1,0,0,0,4,0,1,1,0,1,0,0,1,33000.0,1961,2015,0,1,0,0,0,1,0
14874,1.0,1,0,1,1,5,10,20,1,0,0,1,0,1,0,118000.0,1173,2017,1,0,0,1,0,0,0
2504,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,47000.0,1132,2017,0,1,0,0,1,0,0
11831,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,41000.0,987,2018,1,0,0,0,1,0,0
11401,1.0,1,0,0,0,5,10,20,1,0,0,1,0,1,0,49000.0,1152,2017,0,1,0,1,0,0,0
11297,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,59000.0,983,2018,1,0,0,1,0,0,0
7447,9.0,2,2,1,1,5,5,5,1,1,1,1,1,0,0,60000.0,1178,2017,0,1,0,1,0,0,0
5833,1.0,2,0,1,1,5,10,20,1,0,0,1,0,1,0,64000.0,1089,2017,0,1,0,0,1,0,0
7455,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,33000.0,1127,2017,0,1,0,0,0,1,0
6623,6.0,3,3,0,0,0,3,0,1,1,1,0,0,0,1,48000.0,1148,2017,0,1,0,0,0,1,0
13191,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,91000.0,1350,2017,0,1,0,0,1,0,0
11996,1.0,1,0,1,1,5,10,20,1,0,0,1,0,1,0,88000.0,899,2018,1,0,0,1,0,0,0
11649,1.0,2,1,0,0,5,10,20,1,0,0,1,0,1,0,68000.0,1023,2018,0,1,0,1,0,0,0
4450,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,44000.0,1027,2018,0,1,0,0,1,0,0
11271,10.0,2,2,2,1,2,10,10,1,1,1,1,0,1,0,56000.0,1309,2017,0,1,0,1,0,0,0
7253,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,62000.0,1209,2017,1,0,0,0,1,0,0
11296,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,54000.0,1118,2017,1,0,0,1,0,0,0
8499,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,44000.0,1908,2015,0,1,0,0,0,1,0
16509,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,69000.0,1742,2016,0,1,0,1,0,0,0
3796,5.0,3,3,3,1,10,5,10,1,1,1,1,1,0,0,70000.0,1462,2016,1,0,0,1,0,0,0
735,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,65000.0,1856,2015,1,0,0,0,0,1,0
16099,1.0,2,0,0,0,5,10,20,1,0,0,1,0,1,0,62000.0,1086,2017,0,1,0,0,1,0,0
11682,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,68000.0,1716,2016,0,1,0,1,0,0,0
8321,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,96000.0,1577,2016,0,1,0,1,0,0,0
4031,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,76000.0,1843,2015,1,0,0,1,0,0,0
5014,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,58000.0,1018,2018,0,1,0,1,0,0,0
10518,10.0,1,1,0,0,2,10,10,1,1,1,1,0,1,0,87000.0,1103,2017,0,1,0,1,0,0,0
7008,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,43000.0,933,2018,0,1,0,0,1,0,0
1865,7.0,1,0,0,0,5,7,5,1,1,0,1,1,0,0,64000.0,1204,2017,1,0,0,0,0,0,1
13108,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,106000.0,1644,2016,1,0,0,1,0,0,0
9872,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,82000.0,1585,2016,0,1,0,0,1,0,0
11258,4.0,2,0,0,0,0,4,0,1,1,0,1,0,0,1,41000.0,2483,2014,1,0,0,0,1,0,0
10117,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,66000.0,1518,2016,1,0,0,1,0,0,0
7827,7.0,1,1,1,1,5,7,5,1,1,0,1,1,0,0,75000.0,1971,2015,0,1,0,1,0,0,0
11828,1.0,2,0,0,0,5,10,20,1,0,0,1,0,1,0,51000.0,959,2018,0,1,0,1,0,0,0
3548,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,111000.0,1950,2015,0,1,0,1,0,0,0
9623,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,60000.0,1885,2015,1,0,0,0,0,1,0
2665,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,48000.0,1937,2015,0,1,0,0,0,1,0
426,6.0,2,2,0,0,0,3,0,1,1,1,0,0,0,1,32000.0,1688,2016,0,1,0,0,1,0,0
1473,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,56000.0,1414,2017,1,0,0,0,0,0,1
4164,2.0,1,1,0,0,3,7,7,1,1,1,1,0,1,0,120000.0,1259,2017,0,1,0,1,0,0,0
16676,3.0,1,1,1,1,2,7,10,1,1,0,1,0,1,0,51000.0,1097,2017,1,0,0,0,1,0,0
12088,8.0,3,3,1,1,10,7,10,1,1,1,0,1,0,0,69000.0,1056,2018,0,1,0,0,0,1,0
5757,1.0,1,0,0,0,5,10,20,1,0,0,1,0,1,0,38000.0,1001,2018,0,1,0,1,0,0,0
11572,7.0,1,1,0,0,5,7,5,1,1,0,1,1,0,0,34000.0,910,2018,1,0,0,0,1,0,0
6172,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,61000.0,1232,2017,0,1,0,0,0,1,0
7959,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,62000.0,1821,2015,0,1,0,0,1,0,0
2745,7.0,2,0,1,1,5,7,5,1,1,0,1,1,0,0,46000.0,1216,2017,0,1,0,1,0,0,0
9850,1.0,1,1,1,1,5,10,20,1,0,0,1,0,1,0,57000.0,1542,2016,0,1,0,1,0,0,0
7605,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,116000.0,1678,2016,0,1,0,1,0,0,0
13022,7.0,1,1,0,0,5,7,5,1,1,0,1,1,0,0,62000.0,1006,2018,0,1,0,1,0,0,0
4712,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,71000.0,1570,2016,0,0,1,1,0,0,0
8515,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,31000.0,1201,2017,1,0,0,1,0,0,0
13851,8.0,1,1,1,1,10,7,10,1,1,1,0,1,0,0,114000.0,1224,2017,0,1,0,1,0,0,0
8171,3.0,1,0,0,0,2,7,10,1,1,0,1,0,1,0,41000.0,1602,2016,1,0,0,1,0,0,0
11220,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,34000.0,1441,2017,1,0,0,0,1,0,0
15434,7.0,2,1,2,1,5,7,5,1,1,0,1,1,0,0,113000.0,1447,2016,1,0,0,0,1,0,0
3461,7.0,1,0,0,0,5,7,5,1,1,0,1,1,0,0,35000.0,1163,2017,1,0,0,1,0,0,0
11549,1.0,1,1,1,1,5,10,20,1,0,0,1,0,1,0,33000.0,1644,2016,0,1,0,1,0,0,0
6092,5.0,1,1,1,1,10,5,10,1,1,1,1,1,0,0,52000.0,1865,2015,0,1,0,0,1,0,0
5880,1.0,4,0,3,1,5,10,20,1,0,0,1,0,1,0,66000.0,1078,2017,0,1,0,1,0,0,0
16803,8.0,2,2,1,1,10,7,10,1,1,1,0,1,0,0,50000.0,892,2018,1,0,0,1,0,0,0
14076,7.0,1,0,1,1,5,7,5,1,1,0,1,1,0,0,57000.0,2673,2013,0,1,0,0,0,0,1
6724,9.0,1,1,1,1,5,5,5,1,1,1,1,1,0,0,86000.0,1290,2017,0,1,0,1,0,0,0
8009,5.0,1,1,0,0,10,5,10,1,1,1,1,1,0,0,71000.0,1024,2018,0,1,0,0,0,1,0
318,2.0,1,1,1,1,3,7,7,1,1,1,1,0,1,0,78000.0,1172,2017,1,0,0,0,1,0,0
12051,1.0,2,0,0,0,5,10,20,1,0,0,1,0,1,0,50000.0,1935,2015,0,1,0,0,1,0,0
1899,10.0,2,2,2,1,2,10,10,1,1,1,1,0,1,0,37000.0,1242,2017,0,1,0,0,0,0,1
11791,3.0,1,0,1,1,2,7,10,1,1,0,1,0,1,0,72000.0,1131,2017,1,0,0,0,1,0,0
11541,9.0,1,1,0,0,5,5,5,1,1,1,1,1,0,0,80000.0,1152,2017,0,1,0,0,1,0,0
11863,3.0,1,1,0,0,2,7,10,1,1,0,1,0,1,0,86000.0,1684,2016,0,1,0,0,1,0,0
11512,4.0,2,2,0,0,0,4,0,1,1,0,1,0,0,1,98000.0,1221,2017,0,1,0,1,0,0,0
6788,10.0,1,1,1,1,2,10,10,1,1,1,1,0,1,0,95000.0,1311,2017,1,0,0,1,0,0,0
4707,6.0,1,1,0,0,0,3,0,1,1,1,0,0,0,1,76000.0,1005,2018,1,0,0,0,1,0,0
5808,3.0,1,0,0,0,2,7,10,1,1,0,1,0,1,0,67000.0,961,2018,0,1,0,1,0,0,0
10795,8.0,2,2,2,1,10,7,10,1,1,1,0,1,0,0,72000.0,1332,2017,0,1,0,1,0,0,0
8531,4.0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,39000.0,1017,2018,0,1,0,0,0,1,0
14460,8.0,1,1,0,0,10,7,10,1,1,1,0,1,0,0,77000.0,1277,2017,0,1,0,1,0,0,0
4677,7.0,1,1,0,0,5,7,5,1,1,0,1,1,0,0,60000.0,1774,2016,1,0,0,0,0,0,1
10835,4.0,2,1,0,0,0,4,0,1,1,0,1,0,0,1,37000.0,1004,2018,0,1,0,0,0,1,0
