id_customer,income,membership_days,membership_year,gender_F,gender_M,gender_O,Baby_Boomer,Gen-X,Millenial,Gen-Z
3013,46000.0,1095,2017,0,1,0,0,1,0,0
4759,33000.0,978,2018,0,1,0,1,0,0,0
1788,60000.0,945,2018,0,1,0,1,0,0,0
14232,68000.0,1219,2017,0,1,0,1,0,0,0
77,35000.0,887,2018,0,1,0,0,1,0,0
1832,49000.0,2342,2014,0,1,0,0,0,1,0
2388,77000.0,1375,2017,1,0,0,1,0,0,0
15443,105000.0,1057,2018,0,1,0,1,0,0,0
14176,37000.0,1910,2015,0,1,0,0,0,1,0
15145,78000.0,1250,2017,1,0,0,1,0,0,0
4443,38000.0,1211,2017,0,1,0,1,0,0,0
9529,75000.0,1571,2016,1,0,0,0,1,0,0
1630,78000.0,1336,2017,0,1,0,1,0,0,0
13093,74000.0,1806,2016,0,1,0,0,1,0,0
12913,39000.0,919,2018,1,0,0,0,1,0,0
9702,79000.0,1838,2015,1,0,0,0,1,0,0
16923,52000.0,2061,2015,1,0,0,0,0,1,0
9,99000.0,1718,2016,0,1,0,0,1,0,0
2438,32000.0,1139,2017,0,1,0,1,0,0,0
3635,67000.0,1465,2016,1,0,0,1,0,0,0
5685,74000.0,1860,2015,0,1,0,1,0,0,0
5294,30000.0,1054,2018,0,1,0,1,0,0,0
5706,81000.0,1189,2017,1,0,0,0,1,0,0
7445,31000.0,1158,2017,1,0,0,1,0,0,0
9154,74000.0,1044,2018,0,1,0,0,1,0,0
4943,48000.0,1096,2017,0,1,0,0,0,0,1
14955,89000.0,1401,2017,0,1,0,0,1,0,0
4386,65000.0,1069,2018,1,0,0,0,1,0,0
6016,108000.0,1680,2016,1,0,0,1,0,0,0
2455,59000.0,1085,2017,0,1,0,0,1,0,0
2460,32000.0,1105,2017,1,0,0,0,1,0,0
4924,105000.0,1679,2016,1,0,0,1,0,0,0
13268,50000.0,2303,2014,0,1,0,0,0,1,0
6174,55000.0,2149,2015,0,1,0,0,1,0,0
99,39000.0,887,2018,0,1,0,0,0,1,0
3748,63000.0,1301,2017,0,1,0,0,1,0,0
3196,73000.0,1153,2017,1,0,0,1,0,0,0
7892,50000.0,1666,2016,1,0,0,1,0,0,0
14305,104000.0,1168,2017,1,0,0,1,0,0,0
7144,110000.0,1221,2017,1,0,0,1,0,0,0
7834,78000.0,965,2018,1,0,0,0,1,0,0
4010,33000.0,1171,2017,0,1,0,1,0,0,0
11539,73000.0,953,2018,0,1,0,0,0,1,0
15270,51000.0,1332,2017,0,1,0,0,1,0,0
9785,41000.0,1120,2017,0,1,0,0,0,0,1
5390,38000.0,1476,2016,0,1,0,1,0,0,0
7947,89000.0,1004,2018,1,0,0,1,0,0,0
16945,44000.0,1069,2018,0,1,0,0,1,0,0
1950,78000.0,893,2018,1,0,0,0,1,0,0
6043,64000.0,923,2018,0,1,0,1,0,0,0
259,39000.0,1175,2017,0,1,0,0,0,1,0
3896,40000.0,1791,2016,0,1,0,1,0,0,0
10212,75000.0,1121,2017,0,1,0,1,0,0,0
9272,47000.0,1138,2017,1,0,0,0,1,0,0
6091,90000.0,1746,2016,0,1,0,0,1,0,0
9099,70000.0,1104,2017,0,1,0,1,0,0,0
4680,60000.0,1682,2016,0,1,0,1,0,0,0
4649,87000.0,1271,2017,1,0,0,1,0,0,0
3834,93000.0,1513,2016,0,1,0,1,0,0,0
6231,55000.0,1961,2015,0,1,0,1,0,0,0
13678,65000.0,1141,2017,0,1,0,0,1,0,0
756,39000.0,1809,2015,1,0,0,0,0,0,1
16129,90000.0,1193,2017,1,0,0,0,1,0,0
4617,105000.0,1354,2017,1,0,0,0,1,0,0
8660,55000.0,2455,2014,0,1,0,1,0,0,0
6502,42000.0,1484,2016,1,0,0,1,0,0,0
408,37000.0,2362,2014,0,1,0,0,1,0,0
13958,89000.0,1744,2016,0,1,0,0,1,0,0
7419,86000.0,1510,2016,0,1,0,1,0,0,0
3194,37000.0,1721,2016,1,0,0,1,0,0,0
13038,61000.0,1947,2015,0,1,0,0,0,0,1
8435,96000.0,1906,2015,0,1,0,1,0,0,0
1451,97000.0,1181,2017,0,1,0,1,0,0,0
15149,31000.0,903,2018,1,0,0,1,0,0,0
10008,56000.0,1845,2015,0,1,0,0,1,0,0
12114,31000.0,1117,2017,0,1,0,0,0,0,1
14897,56000.0,1266,2017,0,1,0,0,1,0,0
3284,51000.0,1119,2017,1,0,0,0,1,0,0
1615,49000.0,1878,2015,1,0,0,0,0,1,0
11973,73000.0,1648,2016,0,1,0,1,0,0,0
11834,93000.0,1846,2015,0,1,0,1,0,0,0
11581,41000.0,1951,2015,1,0,0,1,0,0,0
2786,71000.0,1159,2017,1,0,0,0,1,0,0
15162,75000.0,890,2018,0,1,0,0,1,0,0
16969,58000.0,1649,2016,1,0,0,1,0,0,0
191,69000.0,1706,2016,0,1,0,1,0,0,0
5907,48000.0,1144,2017,1,0,0,0,1,0,0
15089,72000.0,1220,2017,0,1,0,0,0,0,1
8138,70000.0,1360,2017,1,0,0,0,1,0,0
16594,43000.0,1591,2016,0,1,0,1,0,0,0
16403,68000.0,2231,2014,0,1,0,1,0,0,0
2741,56000.0,1046,2018,0,1,0,0,1,0,0
14165,68000.0,1332,2017,0,1,0,0,1,0,0
7520,75000.0,994,2018,1,0,0,1,0,0,0
2166,85000.0,1185,2017,0,1,0,1,0,0,0
15614,70000.0,1200,2017,0,1,0,0,1,0,0
9207,87000.0,1583,2016,1,0,0,1,0,0,0
6959,38000.0,929,2018,0,1,0,1,0,0,0
1810,50000.0,1174,2017,1,0,0,1,0,0,0
10899,54000.0,1078,2017,0,1,0,0,0,1,0
1203,47000.0,1104,2017,1,0,0,1,0,0,0
12839,62000.0,1449,2016,0,1,0,0,1,0,0
12713,100000.0,1830,2015,1,0,0,1,0,0,0
1971,46000.0,1422,2017,0,1,0,1,0,0,0
4176,111000.0,921,2018,1,0,0,1,0,0,0
12185,120000.0,1765,2016,1,0,0,1,0,0,0
6951,95000.0,1171,2017,1,0,0,1,0,0,0
8677,35000.0,1697,2016,1,0,0,1,0,0,0
10390,35000.0,2142,2015,0,1,0,0,1,0,0
4434,73000.0,1162,2017,1,0,0,0,0,1,0
5436,65000.0,1815,2015,0,1,0,0,1,0,0
12021,94000.0,1024,2018,0,1,0,1,0,0,0
5770,75000.0,1106,2017,1,0,0,0,1,0,0
8695,70000.0,1081,2017,1,0,0,1,0,0,0
12127,82000.0,1821,2015,0,1,0,1,0,0,0
4727,74000.0,1388,2017,1,0,0,0,1,0,0
14234,53000.0,1135,2017,0,1,0,0,0,1,0
9628,60000.0,1093,2017,0,1,0,1,0,0,0
11659,52000.0,1475,2016,0,1,0,0,0,0,1
2398,40000.0,967,2018,1,0,0,0,1,0,0
11533,45000.0,1959,2015,0,1,0,0,1,0,0
9342,69000.0,1252,2017,1,0,0,1,0,0,0
8431,57000.0,941,2018,0,1,0,0,1,0,0
110,31000.0,1463,2016,1,0,0,0,0,1,0
7539,73000.0,1970,2015,0,1,0,1,0,0,0
14843,83000.0,1256,2017,1,0,0,1,0,0,0
8045,56000.0,1220,2017,1,0,0,1,0,0,0
14180,36000.0,2628,2013,0,1,0,0,0,0,1
9659,45000.0,1501,2016,0,1,0,0,1,0,0
14942,70000.0,1153,2017,0,1,0,0,0,1,0
222,66000.0,994,2018,0,1,0,0,0,1,0
7897,59000.0,1029,2018,0,1,0,1,0,0,0
14070,57000.0,1204,2017,0,1,0,0,1,0,0
11020,55000.0,2505,2014,0,1,0,0,1,0,0
8770,41000.0,1474,2016,0,1,0,0,1,0,0
8909,91000.0,1487,2016,0,1,0,1,0,0,0
6451,88000.0,945,2018,0,1,0,1,0,0,0
3018,43000.0,1034,2018,0,1,0,0,0,0,1
1688,51000.0,2456,2014,1,0,0,0,1,0,0
16297,73000.0,1612,2016,1,0,0,1,0,0,0
9260,94000.0,1216,2017,0,1,0,1,0,0,0
6220,114000.0,968,2018,1,0,0,1,0,0,0
10630,72000.0,1099,2017,1,0,0,0,1,0,0
15554,71000.0,1225,2017,1,0,0,0,1,0,0
538,51000.0,1043,2018,1,0,0,0,1,0,0
1370,71000.0,1091,2017,0,1,0,0,0,0,1
6051,34000.0,900,2018,0,1,0,1,0,0,0
12324,74000.0,1269,2017,1,0,0,1,0,0,0
15855,46000.0,1092,2017,0,1,0,1,0,0,0
4600,83000.0,1372,2017,1,0,0,0,1,0,0
16411,67000.0,2175,2014,0,1,0,1,0,0,0
12769,35000.0,1620,2016,1,0,0,1,0,0,0
1136,44000.0,1408,2017,0,1,0,0,1,0,0
7623,87000.0,1889,2015,1,0,0,0,1,0,0
6050,71000.0,1220,2017,1,0,0,0,0,1,0
16232,69000.0,1343,2017,1,0,0,0,1,0,0
10490,58000.0,1126,2017,0,1,0,0,1,0,0
12719,79000.0,1158,2017,1,0,0,1,0,0,0
15247,84000.0,1138,2017,1,0,0,0,1,0,0
7642,120000.0,1120,2017,1,0,0,1,0,0,0
9858,50000.0,929,2018,1,0,0,1,0,0,0
7400,68000.0,1229,2017,0,1,0,0,0,1,0
14790,59000.0,1916,2015,1,0,0,1,0,0,0
1113,62000.0,1139,2017,0,1,0,0,1,0,0
7083,73000.0,1003,2018,0,1,0,1,0,0,0
918,76000.0,876,2018,1,0,0,0,1,0,0
4254,62000.0,1226,2017,0,1,0,0,1,0,0
976,110000.0,1105,2017,1,0,0,1,0,0,0
10714,41000.0,1132,2017,0,1,0,0,0,0,1
8293,38000.0,1034,2018,0,1,0,1,0,0,0
2675,51000.0,1134,2017,0,1,0,0,0,1,0
8838,51000.0,1347,2017,0,1,0,0,1,0,0
5493,79000.0,1059,2018,1,0,0,1,0,0,0
1274,62000.0,1090,2017,0,1,0,0,1,0,0
16797,61000.0,1182,2017,1,0,0,0,0,1,0
9705,63000.0,1230,2017,0,1,0,1,0,0,0
9050,75000.0,1211,2017,1,0,0,1,0,0,0
4773,79000.0,1545,2016,1,0,0,0,1,0,0
11830,67000.0,1063,2018,0,1,0,0,1,0,0
1867,56000.0,886,2018,1,0,0,1,0,0,0
7293,80000.0,1117,2017,0,0,1,0,1,0,0
13245,53000.0,2454,2014,0,1,0,1,0,0,0
16665,37000.0,1554,2016,1,0,0,0,0,1,0
8482,59000.0,1108,2017,1,0,0,0,1,0,0
10607,47000.0,1232,2017,1,0,0,0,0,1,0
13921,59000.0,1235,2017,0,1,0,0,1,0,0
4194,59000.0,1141,2017,0,1,0,0,0,1,0
261,112000.0,1136,2017,1,0,0,1,0,0,0
12441,64000.0,1399,2017,1,0,0,0,1,0,0
2654,87000.0,918,2018,1,0,0,0,1,0,0
6828,31000.0,1779,2016,0,1,0,0,1,0,0
13161,52000.0,1720,2016,0,1,0,1,0,0,0
14141,42000.0,981,2018,0,1,0,0,1,0,0
11547,72000.0,1385,2017,0,1,0,1,0,0,0
16105,34000.0,1055,2018,0,1,0,1,0,0,0
9871,98000.0,1524,2016,0,1,0,1,0,0,0
15393,52000.0,883,2018,0,1,0,0,0,1,0
14424,56000.0,892,2018,0,1,0,0,1,0,0
11390,68000.0,1183,2017,0,1,0,1,0,0,0
7546,60000.0,1645,2016,0,1,0,1,0,0,0
3883,38000.0,1430,2017,0,1,0,0,0,0,1
11126,95000.0,1761,2016,1,0,0,1,0,0,0
13451,77000.0,1572,2016,1,0,0,1,0,0,0
9249,74000.0,1620,2016,1,0,0,0,1,0,0
1887,57000.0,1554,2016,0,1,0,1,0,0,0
7050,31000.0,1154,2017,1,0,0,0,1,0,0
6895,37000.0,1006,2018,1,0,0,1,0,0,0
8929,88000.0,1702,2016,1,0,0,1,0,0,0
15980,58000.0,981,2018,0,1,0,0,0,1,0
5786,86000.0,1037,2018,0,1,0,0,1,0,0
1475,60000.0,1055,2018,1,0,0,1,0,0,0
13648,90000.0,1778,2016,1,0,0,1,0,0,0
8027,65000.0,1075,2018,0,1,0,0,1,0,0
7003,49000.0,1201,2017,0,1,0,0,1,0,0
11366,62000.0,1668,2016,0,1,0,1,0,0,0
13425,78000.0,1580,2016,0,1,0,1,0,0,0
8692,74000.0,1489,2016,0,1,0,0,0,1,0
3508,73000.0,1307,2017,0,1,0,1,0,0,0
12944,77000.0,1820,2015,0,1,0,0,1,0,0
999,88000.0,1630,2016,1,0,0,1,0,0,0
13021,38000.0,1470,2016,1,0,0,0,0,1,0
11030,39000.0,990,2018,1,0,0,1,0,0,0
4328,107000.0,1523,2016,1,0,0,1,0,0,0
2891,53000.0,1118,2017,1,0,0,0,0,1,0
16966,100000.0,1873,2015,1,0,0,0,1,0,0
1596,62000.0,1546,2016,1,0,0,1,0,0,0
629,40000.0,1618,2016,1,0,0,0,0,0,1
2941,52000.0,1090,2017,0,1,0,0,0,0,1
13239,44000.0,1118,2017,0,1,0,0,0,1,0
16887,119000.0,959,2018,1,0,0,1,0,0,0
2939,42000.0,1001,2018,1,0,0,0,1,0,0
1812,113000.0,1541,2016,1,0,0,1,0,0,0
8423,70000.0,2034,2015,1,0,0,1,0,0,0
2474,55000.0,2343,2014,1,0,0,0,1,0,0
7392,45000.0,1523,2016,0,1,0,0,0,1,0
13235,106000.0,912,2018,0,1,0,1,0,0,0
11872,56000.0,1774,2016,0,1,0,1,0,0,0
5504,72000.0,925,2018,0,1,0,0,0,1,0
7709,45000.0,2577,2013,0,1,0,0,0,1,0
15025,60000.0,2653,2013,1,0,0,1,0,0,0
7503,105000.0,1649,2016,1,0,0,1,0,0,0
8842,74000.0,1336,2017,0,1,0,0,1,0,0
6586,80000.0,1951,2015,0,1,0,1,0,0,0
7462,30000.0,1516,2016,0,1,0,0,0,0,1
917,95000.0,1424,2017,1,0,0,1,0,0,0
5902,64000.0,1711,2016,0,1,0,1,0,0,0
1978,79000.0,1102,2017,1,0,0,1,0,0,0
5950,76000.0,1205,2017,0,1,0,0,1,0,0
6664,98000.0,1565,2016,0,1,0,0,1,0,0
386,38000.0,1113,2017,0,1,0,1,0,0,0
3547,83000.0,1150,2017,1,0,0,1,0,0,0
737,77000.0,1072,2018,0,1,0,1,0,0,0
12709,35000.0,876,2018,0,1,0,1,0,0,0
13523,48000.0,1522,2016,0,1,0,0,1,0,0
2222,50000.0,1059,2018,0,1,0,1,0,0,0
12053,41000.0,1049,2018,0,1,0,1,0,0,0
461,96000.0,1430,2017,0,1,0,1,0,0,0
4808,90000.0,1057,2018,1,0,0,0,1,0,0
14000,69000.0,1452,2016,1,0,0,0,1,0,0
16792,78000.0,2395,2014,0,1,0,0,1,0,0
4317,109000.0,1492,2016,1,0,0,1,0,0,0
7910,68000.0,1873,2015,1,0,0,0,1,0,0
9641,57000.0,1099,2017,0,1,0,1,0,0,0
15016,53000.0,1077,2018,0,1,0,0,1,0,0
1941,89000.0,1267,2017,0,1,0,0,1,0,0
6190,66000.0,1777,2016,0,1,0,0,1,0,0
16230,31000.0,1322,2017,0,1,0,0,0,0,1
9943,33000.0,2513,2014,0,1,0,0,0,1,0
9084,88000.0,1830,2015,0,1,0,0,1,0,0
12939,56000.0,1891,2015,0,0,1,1,0,0,0
413,48000.0,1129,2017,1,0,0,1,0,0,0
9840,74000.0,1518,2016,0,1,0,1,0,0,0
14740,119000.0,1210,2017,0,1,0,1,0,0,0
9605,82000.0,1207,2017,0,1,0,1,0,0,0
7942,31000.0,1067,2018,1,0,0,0,1,0,0
16226,74000.0,1608,2016,1,0,0,0,1,0,0
14492,47000.0,962,2018,0,1,0,1,0,0,0
7596,88000.0,880,2018,1,0,0,0,1,0,0
4192,37000.0,1104,2017,1,0,0,0,1,0,0
15375,97000.0,1532,2016,1,0,0,1,0,0,0
9368,97000.0,934,2018,1,0,0,1,0,0,0
1874,47000.0,1040,2018,0,1,0,1,0,0,0
5762,50000.0,1113,2017,1,0,0,1,0,0,0
1759,36000.0,920,2018,1,0,0,1,0,0,0
13298,78000.0,1091,2017,0,1,0,0,1,0,0
10288,59000.0,1190,2017,1,0,0,1,0,0,0
5669,92000.0,1653,2016,0,1,0,1,0,0,0
1355,114000.0,1843,2015,0,1,0,1,0,0,0
2806,90000.0,1167,2017,0,1,0,0,1,0,0
6298,97000.0,1016,2018,1,0,0,0,1,0,0
4520,37000.0,1189,2017,0,1,0,0,0,0,1
1141,116000.0,1186,2017,1,0,0,1,0,0,0
6839,76000.0,1680,2016,0,1,0,1,0,0,0
909,42000.0,942,2018,0,1,0,0,0,0,1
14009,49000.0,1005,2018,0,1,0,0,1,0,0
7004,82000.0,1806,2016,1,0,0,1,0,0,0
671,61000.0,912,2018,0,1,0,1,0,0,0
1434,73000.0,1401,2017,0,1,0,0,1,0,0
6467,48000.0,942,2018,0,1,0,0,1,0,0
9949,59000.0,926,2018,0,1,0,0,1,0,0
11388,33000.0,1346,2017,0,1,0,1,0,0,0
10253,68000.0,1923,2015,1,0,0,1,0,0,0
1831,113000.0,961,2018,0,1,0,1,0,0,0
434,91000.0,1769,2016,1,0,0,1,0,0,0
8569,47000.0,930,2018,0,1,0,0,1,0,0
81,79000.0,926,2018,1,0,0,1,0,0,0
11235,54000.0,974,2018,1,0,0,1,0,0,0
10478,102000.0,1200,2017,1,0,0,0,1,0,0
11461,43000.0,1733,2016,1,0,0,1,0,0,0
12046,61000.0,1152,2017,1,0,0,0,0,0,1
10064,81000.0,971,2018,1,0,0,0,1,0,0
874,73000.0,1006,2018,1,0,0,0,1,0,0
11684,72000.0,1541,2016,1,0,0,1,0,0,0
13894,73000.0,1090,2017,0,1,0,0,0,0,1
1711,51000.0,1305,2017,0,1,0,1,0,0,0
6344,35000.0,2631,2013,0,1,0,0,1,0,0
7730,115000.0,1356,2017,1,0,0,1,0,0,0
8323,75000.0,984,2018,1,0,0,0,1,0,0
7622,42000.0,1134,2017,1,0,0,0,1,0,0
12292,78000.0,944,2018,0,1,0,0,1,0,0
12893,87000.0,1437,2017,1,0,0,1,0,0,0
10995,55000.0,1525,2016,0,1,0,0,1,0,0
11374,87000.0,1387,2017,1,0,0,1,0,0,0
13797,46000.0,2626,2013,0,1,0,1,0,0,0
11163,34000.0,1123,2017,0,1,0,0,1,0,0
10655,36000.0,1567,2016,0,1,0,1,0,0,0
6704,47000.0,1803,2016,0,1,0,0,1,0,0
8725,32000.0,1155,2017,0,1,0,0,1,0,0
2025,83000.0,1088,2017,1,0,0,1,0,0,0
1449,81000.0,1151,2017,1,0,0,0,1,0,0
281,72000.0,2139,2015,0,1,0,1,0,0,0
13783,69000.0,1299,2017,1,0,0,1,0,0,0
13188,63000.0,1138,2017,1,0,0,0,1,0,0
41,38000.0,939,2018,0,1,0,0,0,1,0
6925,60000.0,1692,2016,0,1,0,1,0,0,0
7435,60000.0,1887,2015,0,0,1,1,0,0,0
2904,82000.0,1275,2017,1,0,0,1,0,0,0
1998,65000.0,1214,2017,0,1,0,1,0,0,0
5793,42000.0,1177,2017,0,1,0,0,1,0,0
15226,80000.0,1360,2017,0,1,0,1,0,0,0
11841,99000.0,1085,2017,0,1,0,1,0,0,0
13032,52000.0,969,2018,0,1,0,0,0,1,0
16810,57000.0,1328,2017,0,1,0,1,0,0,0
13586,73000.0,1394,2017,1,0,0,1,0,0,0
13686,53000.0,1068,2018,1,0,0,1,0,0,0
6834,71000.0,1138,2017,1,0,0,1,0,0,0
6243,82000.0,1563,2016,1,0,0,1,0,0,0
4793,32000.0,898,2018,1,0,0,1,0,0,0
5924,44000.0,1869,2015,0,1,0,0,0,0,1
14568,64000.0,1121,2017,0,1,0,0,0,1,0
5274,71000.0,906,2018,0,1,0,1,0,0,0
4719,102000.0,1095,2017,1,0,0,0,1,0,0
13806,72000.0,1005,2018,1,0,0,0,1,0,0
13895,56000.0,1100,2017,0,1,0,1,0,0,0
13329,71000.0,1890,2015,1,0,0,1,0,0,0
14737,32000.0,1153,2017,0,1,0,1,0,0,0
13987,93000.0,1571,2016,1,0,0,0,1,0,0
14809,71000.0,1254,2017,0,1,0,0,1,0,0
16523,63000.0,1342,2017,0,1,0,1,0,0,0
849,104000.0,1126,2017,1,0,0,0,1,0,0
7653,46000.0,1174,2017,0,1,0,1,0,0,0
528,87000.0,1224,2017,1,0,0,1,0,0,0
10828,80000.0,943,2018,0,1,0,0,1,0,0
9958,45000.0,1120,2017,0,1,0,1,0,0,0
5666,56000.0,1091,2017,1,0,0,0,0,0,1
3970,30000.0,1202,2017,0,1,0,1,0,0,0
14402,61000.0,1366,2017,1,0,0,0,0,1,0
6265,81000.0,995,2018,0,1,0,1,0,0,0
15589,75000.0,1142,2017,0,1,0,1,0,0,0
1516,82000.0,1771,2016,0,1,0,0,1,0,0
14981,69000.0,1000,2018,0,1,0,1,0,0,0
3289,47000.0,895,2018,1,0,0,0,1,0,0
2466,87000.0,1268,2017,1,0,0,0,1,0,0
14754,68000.0,922,2018,0,1,0,1,0,0,0
9232,96000.0,1188,2017,1,0,0,1,0,0,0
16592,66000.0,2259,2014,1,0,0,1,0,0,0
8264,44000.0,1034,2018,0,1,0,0,1,0,0
5821,38000.0,1777,2016,0,1,0,0,1,0,0
3404,118000.0,1681,2016,1,0,0,1,0,0,0
4538,64000.0,1382,2017,1,0,0,1,0,0,0
7080,51000.0,1006,2018,0,1,0,0,0,0,1
6596,83000.0,1014,2018,1,0,0,1,0,0,0
1480,82000.0,1270,2017,0,1,0,1,0,0,0
8910,59000.0,1169,2017,1,0,0,1,0,0,0
1444,98000.0,1643,2016,1,0,0,0,1,0,0
2531,68000.0,891,2018,1,0,0,1,0,0,0
1330,47000.0,1101,2017,0,1,0,0,0,0,1
13394,55000.0,1284,2017,1,0,0,0,0,0,1
11913,40000.0,1119,2017,1,0,0,0,0,0,1
593,87000.0,1318,2017,1,0,0,1,0,0,0
7550,77000.0,1267,2017,1,0,0,1,0,0,0
3005,62000.0,1073,2018,1,0,0,0,0,0,1
1925,96000.0,1209,2017,1,0,0,1,0,0,0
3868,85000.0,874,2018,1,0,0,1,0,0,0
8503,88000.0,1297,2017,1,0,0,0,1,0,0
16499,119000.0,1417,2017,1,0,0,1,0,0,0
16503,79000.0,1123,2017,0,1,0,0,1,0,0
13582,60000.0,1588,2016,0,1,0,1,0,0,0
4802,64000.0,2239,2014,0,1,0,1,0,0,0
7068,31000.0,1161,2017,0,1,0,1,0,0,0
16489,97000.0,1238,2017,1,0,0,0,1,0,0
12936,77000.0,1732,2016,0,1,0,1,0,0,0
7532,88000.0,880,2018,0,1,0,0,1,0,0
13400,54000.0,1418,2017,1,0,0,0,0,0,1
15744,49000.0,2399,2014,0,1,0,0,1,0,0
12397,83000.0,1560,2016,1,0,0,0,1,0,0
9583,78000.0,1929,2015,1,0,0,1,0,0,0
6395,100000.0,905,2018,0,1,0,1,0,0,0
16229,65000.0,1072,2018,0,1,0,0,1,0,0
4824,94000.0,1034,2018,0,1,0,0,1,0,0
8273,94000.0,1129,2017,1,0,0,1,0,0,0
13332,68000.0,2117,2015,0,1,0,0,1,0,0
16051,43000.0,941,2018,1,0,0,0,1,0,0
7915,35000.0,1233,2017,0,1,0,0,1,0,0
12174,38000.0,2122,2015,0,1,0,0,1,0,0
293,45000.0,1140,2017,0,1,0,1,0,0,0
650,77000.0,882,2018,0,1,0,0,1,0,0
9241,63000.0,883,2018,1,0,0,0,1,0,0
12433,86000.0,1284,2017,1,0,0,1,0,0,0
4521,53000.0,1047,2018,1,0,0,1,0,0,0
8510,50000.0,899,2018,0,1,0,0,1,0,0
184,96000.0,1415,2017,1,0,0,1,0,0,0
11391,65000.0,899,2018,1,0,0,1,0,0,0
7651,89000.0,1191,2017,0,1,0,1,0,0,0
13415,66000.0,1875,2015,0,1,0,0,1,0,0
5969,109000.0,1115,2017,1,0,0,1,0,0,0
702,71000.0,1062,2018,0,1,0,1,0,0,0
7662,52000.0,1382,2017,0,1,0,1,0,0,0
425,96000.0,1032,2018,0,1,0,1,0,0,0
1073,77000.0,986,2018,0,1,0,0,1,0,0
8392,81000.0,876,2018,0,1,0,0,1,0,0
4604,89000.0,1189,2017,1,0,0,0,1,0,0
6123,34000.0,1072,2018,0,1,0,1,0,0,0
14273,42000.0,920,2018,0,0,1,0,1,0,0
6111,65000.0,1579,2016,0,1,0,1,0,0,0
15911,51000.0,1110,2017,1,0,0,0,1,0,0
4191,44000.0,1031,2018,1,0,0,0,1,0,0
248,64000.0,1630,2016,0,1,0,0,1,0,0
12870,51000.0,879,2018,1,0,0,1,0,0,0
9832,82000.0,1216,2017,0,1,0,1,0,0,0
316,64000.0,971,2018,0,1,0,0,1,0,0
1215,54000.0,1094,2017,0,1,0,1,0,0,0
15928,68000.0,1220,2017,0,1,0,0,0,1,0
2283,55000.0,1176,2017,0,1,0,0,1,0,0
1250,52000.0,1192,2017,1,0,0,0,1,0,0
11423,73000.0,1061,2018,0,1,0,1,0,0,0
12635,44000.0,2484,2014,1,0,0,1,0,0,0
9809,91000.0,1951,2015,1,0,0,0,1,0,0
1922,50000.0,1121,2017,0,1,0,0,1,0,0
16201,64000.0,1486,2016,1,0,0,0,1,0,0
2329,71000.0,1191,2017,1,0,0,1,0,0,0
12209,33000.0,1059,2018,1,0,0,0,1,0,0
11437,74000.0,1001,2018,1,0,0,1,0,0,0
4082,36000.0,1539,2016,1,0,0,0,0,0,1
12246,47000.0,1857,2015,0,1,0,0,1,0,0
15946,51000.0,977,2018,0,1,0,0,1,0,0
4988,58000.0,1069,2018,0,1,0,0,1,0,0
5763,85000.0,1313,2017,0,1,0,1,0,0,0
14992,59000.0,1451,2016,1,0,0,0,1,0,0
13010,42000.0,1082,2017,0,1,0,0,1,0,0
8381,41000.0,2175,2014,0,1,0,1,0,0,0
16917,66000.0,1708,2016,1,0,0,1,0,0,0
11453,75000.0,1168,2017,0,1,0,0,1,0,0
16,61000.0,2184,2014,0,1,0,0,0,1,0
13744,59000.0,1222,2017,0,1,0,0,1,0,0
11116,81000.0,1208,2017,0,1,0,0,1,0,0
16507,45000.0,1231,2017,0,1,0,1,0,0,0
15498,72000.0,1029,2018,0,1,0,1,0,0,0
3701,39000.0,1437,2017,0,1,0,1,0,0,0
3244,82000.0,883,2018,0,1,0,0,1,0,0
381,116000.0,1427,2017,1,0,0,1,0,0,0
8456,35000.0,1141,2017,0,1,0,0,1,0,0
6041,84000.0,1490,2016,0,1,0,0,1,0,0
15281,63000.0,911,2018,0,1,0,1,0,0,0
7798,107000.0,1347,2017,1,0,0,0,1,0,0
4494,70000.0,1267,2017,1,0,0,0,1,0,0
13550,73000.0,1663,2016,0,1,0,1,0,0,0
13367,38000.0,1039,2018,0,1,0,1,0,0,0
16461,58000.0,1128,2017,1,0,0,0,0,1,0
10902,78000.0,1133,2017,1,0,0,1,0,0,0
12351,52000.0,972,2018,1,0,0,1,0,0,0
6112,57000.0,1208,2017,1,0,0,0,1,0,0
11355,105000.0,1175,2017,0,1,0,1,0,0,0
15770,74000.0,1904,2015,0,1,0,0,1,0,0
12972,83000.0,1943,2015,1,0,0,1,0,0,0
8382,91000.0,1615,2016,0,1,0,1,0,0,0
15954,73000.0,1183,2017,1,0,0,1,0,0,0
5710,62000.0,2233,2014,0,1,0,1,0,0,0
10074,69000.0,1163,2017,0,1,0,0,1,0,0
15709,70000.0,906,2018,1,0,0,1,0,0,0
1619,33000.0,885,2018,0,1,0,1,0,0,0
16536,30000.0,1419,2017,0,0,1,0,0,1,0
12835,73000.0,951,2018,1,0,0,0,0,1,0
15114,60000.0,1147,2017,1,0,0,0,1,0,0
12851,94000.0,1471,2016,0,1,0,0,1,0,0
1262,59000.0,1214,2017,1,0,0,0,1,0,0
1450,84000.0,1816,2015,1,0,0,1,0,0,0
8608,31000.0,1591,2016,0,1,0,1,0,0,0
15933,57000.0,1580,2016,0,1,0,1,0,0,0
7171,55000.0,1381,2017,1,0,0,1,0,0,0
12844,41000.0,1490,2016,0,1,0,0,1,0,0
3139,89000.0,1194,2017,1,0,0,1,0,0,0
